2, 13.0214412573
2, 12.9161100913
2, 12.925999619
2, 12.9539426239
2, 12.9938396201
2, 12.9387232693
2, 12.9708988896
2, 12.8882990133
2, 12.981922292
2, 12.9156354811
2, 13.0295306886
2, 12.9490374556
2, 12.989727407
2, 12.9107041133
2, 12.9801476569
2, 12.9560283667
2, 12.9715291339
2, 12.9342343789
2, 12.9521586919
2, 12.9329511764
2, 12.9306475596
2, 12.9701839128
2, 13.0102735237
2, 13.0194694374
2, 12.9726190059
2, 12.894396837
2, 12.9690576903
2, 13.0325847638
2, 12.9979732328
2, 12.908489959
2, 12.9782831008
2, 12.9826305741
2, 13.0146402974
2, 13.0332286841
2, 13.0293181653
2, 13.0023497365
2, 13.0384529705
2, 12.9364498643
2, 12.9832938821
2, 13.0330230042
2, 12.9997415385
2, 12.8615457874
2, 13.0196906345
2, 12.9193498305
2, 12.9901338098
2, 13.0386391599
2, 12.9639637261
2, 12.9362595187
2, 12.8858716339
2, 13.033444594
2, 12.8814234445
2, 13.0095859631
2, 12.9460548806
2, 12.9237233478
2, 12.92589467
2, 13.0045694132
3, 12.9890502902
2, 12.9267410207
2, 12.9297965386
2, 13.0049927042
2, 12.9386634834
2, 12.9914348154
2, 13.0566704418
2, 13.0375700307
2, 12.9784156517
2, 12.9955305651
2, 12.9834671431
2, 13.0293836207
2, 12.9927085847
2, 12.8673414944
2, 12.9300567244
2, 13.0634508457
2, 12.9433469863
2, 12.8768750643
2, 12.9615177709
2, 12.9278940383
2, 12.9420042507
2, 13.0607002599
2, 12.9575000346
2, 12.9022243819
2, 13.0248911597
2, 12.8940577376
2, 12.9026471748
2, 13.0414574776
2, 12.8828120188
2, 12.9015552276
2, 13.0130294188
2, 12.9845049886
2, 12.941443393
2, 13.0001634896
2, 12.9328709891
2, 12.9911326241
2, 13.0511806335
2, 12.9550864032
2, 13.0143546567
2, 13.0040672297
2, 12.9718523056
2, 12.944905052
2, 13.0458940539
2, 13.0680296769
2, 13.0149177641
2, 12.9424190257
2, 13.0114722515
2, 12.8955387003
2, 12.9529568002
2, 13.0270375688
2, 13.0364431791
2, 13.0389536447
2, 12.9202751413
2, 12.8843968709
2, 12.9574103367
2, 13.0596731191
2, 12.9431397418
2, 12.874917338
2, 12.9464416243
2, 12.9668884598
2, 12.895818967
2, 12.9181617069
2, 12.9071708822
2, 13.0138651108
2, 12.9204656136
2, 12.9588669839
2, 12.9091041109
2, 13.0057255569
2, 12.9760073223
2, 12.9743857281
2, 12.9727701046
2, 12.9344403746
2, 12.8791328622
2, 12.9342594203
2, 12.8739130583
2, 12.8705284006
2, 12.9633905524
2, 12.9373531649
2, 13.0163836181
2, 13.0522316001
2, 12.9792118627
2, 13.0346449123
2, 12.8424722646
2, 12.94950384
2, 12.9660577016
2, 13.0000863226
2, 12.9188526825
2, 12.9837134565
2, 12.8703813076
2, 12.9143363526
2, 12.9577136158
2, 12.9194801503
2, 12.966569857
2, 12.9758333988
2, 12.9782756261
2, 12.9325824216
2, 12.9149513717
2, 12.8631747184
2, 12.9786356281
2, 12.9491520602
2, 12.921645938
2, 13.0187191534
2, 12.9652985848
2, 12.9245780305
2, 12.9339948579
2, 12.9408855128
2, 13.0082064815
2, 12.955116327
2, 13.0019332339
2, 13.0260455304
2, 13.047106895
2, 12.9434672211
2, 13.0409778534
2, 12.9998127774
2, 13.0405539221
2, 12.935801561
2, 12.924352626
2, 12.9461958004
2, 13.0165102132
2, 12.9429839578
3, 12.9610949033
2, 12.900770266
2, 12.9855163231
2, 12.9200553835
2, 12.9790731514
2, 12.9236973761
2, 13.0141009253
2, 13.0137851712
3, 13.0048422925
2, 12.9942626764
2, 13.0022391018
2, 13.0345833752
2, 13.0648084316
2, 12.9884851929
2, 13.0770285352
2, 13.0658602668
2, 12.9952004229
3, 13.048672993
2, 13.0107567115
2, 13.0522325934
2, 13.0408940428
2, 12.9457143728
2, 13.0199183054
2, 12.9618094592
2, 13.0955255938
2, 13.0498735973
2, 12.9043362025
2, 12.997561897
2, 12.9299545658
2, 13.0379135233
2, 13.0566416249
2, 13.0301960639
2, 12.9958762162
2, 13.0368786278
3, 12.9689144195
2, 13.0264680792
2, 12.9236257592
2, 12.9795040472
2, 13.0568796949
2, 13.0181548332
2, 12.9674569981
2, 13.0989693611
2, 13.0124404234
2, 13.0245103042
2, 13.0609916746
2, 12.9685071867
2, 13.0959311315
2, 13.0268874458
2, 12.9581546915
2, 13.0784673872
2, 12.9411891833
2, 13.1451036028
2, 13.1084608479
3, 12.8834127665
2, 12.8850012151
2, 12.9576721399
2, 12.9828981872
2, 13.0749224207
2, 13.0468878843
2, 13.195853801
2, 13.1667892093
2, 13.2105760696
2, 13.1080712523
2, 13.1640219794
